consumo_kwh,cantidad_equipos,horas_alto_consumo,tipo_inmueble,uso_horario_pico,categoria
813,20,7,Casa,False,Moderado
305,19,11,Local,False,Moderado
132,7,2,Apartamento,True,Eficiente
946,16,7,Casa,False,Moderado
579,11,2,Local,False,Moderado
585,6,7,Casa,True,Moderado
933,6,4,Oficina,False,Moderado
443,11,9,Oficina,False,Moderado
359,6,7,Casa,False,Moderado
672,4,12,Casa,True,Ineficiente
793,7,2,Oficina,False,Moderado
237,5,6,Oficina,True,Moderado
711,19,9,Casa,True,Moderado
138,10,4,Local,False,Moderado
806,18,13,Casa,False,Moderado
207,14,7,Casa,False,Moderado
815,16,6,Local,True,Moderado
800,21,7,Casa,True,Moderado
194,18,11,Oficina,False,Moderado
288,14,2,Casa,True,Eficiente
605,17,8,Apartamento,True,Moderado
600,5,10,Casa,True,Ineficiente
631,6,3,Apartamento,True,Moderado
316,6,11,Apartamento,True,Moderado
360,10,6,Casa,False,Moderado
438,18,11,Apartamento,True,Moderado
280,14,5,Casa,True,Moderado
837,3,7,Casa,False,Moderado
357,14,7,Local,True,Moderado
314,20,12,Casa,False,Moderado
573,4,3,Apartamento,True,Moderado
83,11,3,Apartamento,True,Eficiente
745,3,5,Apartamento,True,Moderado
521,14,2,Casa,True,Moderado
108,20,10,Casa,False,Moderado
188,18,8,Casa,False,Moderado
689,15,13,Apartamento,True,Moderado
806,13,8,Local,True,Ineficiente
884,13,4,Apartamento,False,Moderado
154,12,12,Casa,False,Moderado
917,8,13,Casa,False,Ineficiente
225,5,4,Casa,True,Moderado
207,20,2,Casa,False,Eficiente
932,2,4,Casa,True,Moderado
121,4,4,Casa,True,Moderado
435,14,5,Casa,False,Moderado
120,16,5,Casa,False,Moderado
113,3,4,Casa,False,Moderado
96,12,11,Casa,False,Moderado
756,5,13,Casa,False,Ineficiente
232,20,9,Casa,True,Moderado
457,18,9,Apartamento,False,Moderado
667,4,2,Casa,True,Moderado
678,19,8,Casa,False,Moderado
708,9,12,Casa,False,Ineficiente
421,20,3,Casa,True,Eficiente
106,6,2,Casa,True,Eficiente
904,8,4,Casa,True,Moderado
366,9,5,Apartamento,True,Moderado
725,6,7,Casa,False,Moderado
810,18,11,Casa,True,Moderado
247,6,6,Local,True,Moderado
689,5,5,Casa,False,Moderado
347,20,9,Casa,False,Moderado
828,3,12,Local,False,Ineficiente
900,12,13,Local,False,Ineficiente
534,14,5,Casa,False,Moderado
764,16,11,Casa,False,Moderado
480,13,13,Casa,False,Moderado
555,12,3,Casa,False,Moderado
781,8,4,Apartamento,True,Moderado
713,6,7,Casa,True,Moderado
637,18,9,Casa,False,Moderado
655,21,9,Oficina,False,Moderado
209,10,12,Oficina,False,Moderado
901,15,10,Casa,False,Ineficiente
442,13,8,Apartamento,False,Moderado
784,7,3,Casa,False,Moderado
898,18,9,Local,False,Moderado
772,20,8,Casa,False,Moderado
371,20,9,Casa,True,Moderado
450,17,13,Casa,False,Moderado
873,13,4,Casa,False,Moderado
108,13,8,Casa,True,Moderado
228,21,11,Apartamento,False,Moderado
858,7,10,Apartamento,True,Ineficiente
375,5,4,Casa,False,Moderado
90,7,11,Casa,False,Moderado
591,12,7,Casa,False,Moderado
755,2,3,Local,True,Moderado
192,16,3,Oficina,False,Eficiente
266,12,6,Oficina,False,Moderado
886,20,6,Local,True,Moderado
823,19,8,Casa,False,Moderado
306,18,13,Casa,True,Moderado
389,20,3,Apartamento,True,Eficiente
177,15,12,Oficina,True,Moderado
134,19,8,Casa,False,Moderado
702,20,6,Casa,False,Moderado
743,16,7,Local,False,Moderado
837,16,9,Casa,True,Moderado
485,5,11,Casa,True,Ineficiente
148,8,13,Apartamento,False,Moderado
391,14,5,Casa,False,Moderado
368,4,8,Casa,False,Ineficiente
841,17,7,Apartamento,True,Moderado
627,10,11,Apartamento,True,Ineficiente
830,9,3,Oficina,False,Moderado
227,21,9,Casa,False,Moderado
546,14,11,Casa,True,Moderado
818,18,10,Apartamento,True,Moderado
323,18,6,Apartamento,False,Moderado
570,18,11,Casa,False,Moderado
928,2,5,Apartamento,False,Moderado
586,9,7,Casa,True,Moderado
444,20,9,Casa,True,Moderado
561,7,12,Casa,False,Ineficiente
280,4,4,Casa,True,Moderado
233,6,11,Casa,False,Moderado
529,14,12,Apartamento,False,Moderado
580,16,12,Apartamento,True,Moderado
152,15,2,Oficina,True,Eficiente
792,17,5,Casa,False,Moderado
375,19,5,Casa,False,Moderado
96,12,2,Casa,False,Eficiente
720,4,10,Casa,True,Ineficiente
296,11,4,Apartamento,False,Moderado
140,11,6,Apartamento,False,Moderado
695,17,7,Apartamento,False,Moderado
121,13,9,Casa,True,Moderado
104,3,7,Casa,False,Moderado
118,10,4,Casa,False,Moderado
882,4,7,Casa,False,Moderado
210,16,2,Apartamento,False,Eficiente
577,4,5,Oficina,False,Moderado
308,20,7,Casa,False,Moderado
187,19,8,Apartamento,False,Moderado
251,9,12,Apartamento,True,Moderado
514,18,12,Casa,True,Moderado
557,9,11,Apartamento,True,Ineficiente
181,8,4,Casa,True,Moderado
945,8,10,Casa,True,Ineficiente
603,4,13,Apartamento,False,Ineficiente
354,2,13,Local,True,Ineficiente
692,5,8,Casa,False,Ineficiente
123,6,2,Casa,False,Eficiente
896,2,3,Local,True,Moderado
96,16,2,Local,False,Eficiente
409,6,12,Apartamento,False,Ineficiente
648,14,10,Casa,False,Moderado
902,9,10,Oficina,True,Ineficiente
576,9,8,Casa,True,Ineficiente
894,6,11,Apartamento,False,Ineficiente
91,10,4,Casa,True,Moderado
397,2,6,Apartamento,False,Moderado
671,5,5,Casa,False,Moderado
295,4,8,Casa,True,Ineficiente
418,3,10,Casa,False,Ineficiente
855,9,13,Casa,True,Ineficiente
740,10,3,Apartamento,False,Moderado
160,3,9,Local,True,Moderado
806,15,10,Oficina,False,Moderado
564,15,11,Casa,True,Moderado
453,5,11,Apartamento,False,Ineficiente
789,7,10,Apartamento,False,Ineficiente
279,12,11,Casa,True,Moderado
616,4,8,Casa,False,Ineficiente
545,9,10,Apartamento,True,Ineficiente
168,4,10,Oficina,False,Moderado
347,15,4,Apartamento,False,Moderado
734,14,5,Casa,True,Moderado
650,14,3,Apartamento,True,Moderado
568,3,11,Casa,True,Ineficiente
617,14,4,Apartamento,False,Moderado
126,20,12,Apartamento,True,Moderado
367,7,12,Casa,True,Moderado
857,17,6,Local,True,Moderado
95,3,6,Casa,True,Moderado
790,9,7,Oficina,False,Moderado
480,18,8,Casa,True,Moderado
873,3,8,Casa,False,Ineficiente
165,11,2,Casa,False,Eficiente
329,17,3,Casa,False,Eficiente
470,7,13,Casa,True,Ineficiente
861,3,10,Apartamento,False,Ineficiente
414,3,11,Apartamento,False,Ineficiente
708,14,3,Apartamento,True,Moderado
598,16,7,Casa,True,Moderado
216,3,12,Apartamento,True,Ineficiente
767,8,12,Casa,True,Ineficiente
919,4,2,Apartamento,True,Moderado
577,9,4,Casa,False,Moderado
906,15,3,Oficina,True,Moderado
806,8,4,Apartamento,False,Moderado
556,8,6,Apartamento,False,Moderado
673,2,12,Casa,False,Ineficiente
302,18,11,Casa,False,Moderado
451,10,7,Casa,True,Moderado
481,14,10,Local,False,Moderado
522,20,13,Oficina,False,Moderado
569,20,12,Casa,False,Moderado
694,18,11,Apartamento,False,Moderado
352,11,13,Apartamento,True,Moderado
605,11,13,Apartamento,True,Moderado
238,5,5,Casa,False,Moderado
231,9,8,Casa,False,Moderado
699,21,7,Casa,False,Moderado
267,21,3,Local,False,Eficiente
892,19,11,Casa,True,Moderado
177,15,12,Casa,True,Moderado
210,19,12,Oficina,True,Moderado
884,15,12,Apartamento,True,Ineficiente
250,21,9,Local,False,Moderado
262,16,8,Casa,False,Moderado
443,5,8,Casa,False,Ineficiente
118,14,9,Oficina,True,Moderado
606,9,13,Casa,True,Ineficiente
576,19,13,Casa,True,Moderado
595,13,12,Casa,False,Moderado
428,15,2,Casa,True,Moderado
476,3,2,Casa,False,Moderado
801,19,9,Local,False,Moderado
240,3,5,Oficina,False,Moderado
95,12,6,Oficina,True,Moderado
572,10,9,Casa,False,Ineficiente
505,13,6,Casa,False,Moderado
187,18,11,Casa,False,Moderado
529,16,5,Local,True,Moderado
390,18,13,Casa,False,Moderado
818,19,7,Apartamento,False,Moderado
249,7,13,Apartamento,True,Moderado
625,18,6,Casa,True,Moderado
493,19,8,Casa,False,Moderado
330,9,11,Oficina,True,Moderado
838,10,8,Oficina,True,Ineficiente
860,7,5,Casa,True,Moderado
220,6,13,Casa,False,Moderado
353,13,6,Oficina,True,Moderado
495,12,4,Casa,False,Moderado
687,2,5,Casa,True,Moderado
818,12,5,Casa,True,Moderado
118,20,4,Apartamento,False,Moderado
893,10,11,Casa,True,Ineficiente
108,3,6,Casa,False,Moderado
556,13,6,Casa,True,Moderado
397,5,12,Apartamento,True,Ineficiente
324,5,8,Oficina,True,Ineficiente
827,19,5,Local,True,Moderado
776,16,5,Local,False,Moderado
351,20,10,Apartamento,False,Moderado
519,14,7,Casa,True,Moderado
827,20,5,Casa,False,Moderado
318,18,3,Oficina,False,Eficiente
456,7,7,Casa,True,Moderado
345,17,3,Casa,True,Eficiente
438,13,6,Apartamento,False,Moderado
419,20,7,Casa,False,Moderado
468,6,5,Casa,False,Moderado
656,18,4,Oficina,False,Moderado
768,2,8,Local,False,Ineficiente
82,11,3,Casa,True,Eficiente
508,16,12,Oficina,True,Moderado
221,12,7,Apartamento,True,Moderado
455,14,5,Apartamento,False,Moderado
749,6,7,Casa,False,Moderado
403,2,5,Casa,False,Moderado
225,13,5,Apartamento,False,Moderado
372,12,5,Local,False,Moderado
744,18,10,Apartamento,False,Moderado
511,5,8,Casa,True,Ineficiente
784,16,4,Casa,False,Moderado
664,10,4,Local,False,Moderado
478,21,7,Casa,True,Moderado
896,20,7,Apartamento,False,Moderado
423,20,5,Casa,False,Moderado
219,13,10,Casa,True,Moderado
266,6,5,Apartamento,True,Moderado
884,11,10,Apartamento,False,Ineficiente
140,18,5,Casa,False,Moderado
459,6,3,Casa,False,Moderado
789,17,3,Local,True,Moderado
886,8,6,Casa,True,Moderado
519,10,5,Apartamento,True,Moderado
398,4,8,Oficina,True,Ineficiente
381,16,12,Casa,True,Moderado
423,17,6,Oficina,False,Moderado
90,19,7,Casa,True,Moderado
141,15,11,Apartamento,True,Moderado
924,4,5,Casa,True,Moderado
305,13,13,Oficina,True,Moderado
232,10,3,Casa,False,Eficiente
790,8,11,Casa,False,Ineficiente
643,10,10,Oficina,False,Ineficiente
851,14,11,Apartamento,True,Ineficiente
650,19,8,Apartamento,True,Moderado
663,6,5,Casa,False,Moderado
739,14,4,Apartamento,True,Moderado
940,5,11,Casa,False,Ineficiente
654,3,4,Casa,True,Moderado
389,17,10,Apartamento,False,Moderado
322,10,6,Casa,True,Moderado
572,10,4,Oficina,False,Moderado
445,7,6,Oficina,False,Moderado
409,12,3,Apartamento,False,Moderado
186,2,12,Local,False,Ineficiente
305,5,5,Apartamento,False,Moderado
904,14,11,Casa,False,Ineficiente
297,14,3,Apartamento,True,Eficiente
832,14,3,Casa,True,Moderado
585,3,13,Casa,False,Ineficiente
338,10,9,Local,False,Moderado
853,9,2,Apartamento,True,Moderado
596,8,8,Local,True,Ineficiente
852,5,6,Casa,False,Moderado
133,19,12,Apartamento,True,Moderado
126,4,9,Casa,True,Moderado
806,7,2,Apartamento,True,Moderado
768,13,12,Apartamento,False,Ineficiente
600,13,8,Apartamento,True,Moderado
178,9,6,Casa,False,Moderado
99,2,5,Casa,True,Moderado
832,5,8,Casa,False,Ineficiente
652,12,11,Apartamento,False,Moderado
569,4,3,Oficina,True,Moderado
498,14,13,Casa,False,Moderado
769,18,2,Apartamento,True,Moderado
929,11,2,Local,True,Moderado
141,13,12,Apartamento,False,Moderado
224,16,13,Apartamento,True,Moderado
295,11,2,Local,False,Eficiente
82,15,13,Casa,True,Moderado
239,14,6,Casa,True,Moderado
818,6,11,Casa,True,Ineficiente
860,7,8,Oficina,False,Ineficiente
199,3,3,Oficina,False,Moderado
168,18,11,Apartamento,False,Moderado
408,5,9,Casa,True,Ineficiente
659,15,5,Casa,True,Moderado
436,11,13,Casa,False,Moderado
689,4,4,Casa,False,Moderado
346,4,11,Apartamento,True,Ineficiente
696,16,12,Oficina,False,Moderado
402,7,9,Oficina,True,Ineficiente
714,18,3,Apartamento,False,Moderado
620,13,12,Casa,False,Moderado
728,21,12,Casa,False,Moderado
274,12,4,Casa,False,Moderado
817,5,13,Apartamento,True,Ineficiente
411,7,4,Local,False,Moderado
249,2,11,Casa,False,Ineficiente
600,21,12,Casa,True,Moderado
542,17,2,Casa,False,Moderado
119,16,7,Casa,False,Moderado
616,18,3,Casa,False,Moderado
340,9,2,Casa,True,Moderado
474,13,3,Casa,False,Moderado
305,11,13,Local,False,Moderado
203,16,7,Apartamento,True,Moderado
117,10,5,Casa,False,Moderado
407,3,7,Casa,False,Moderado
330,6,13,Casa,True,Moderado
255,7,10,Casa,True,Moderado
681,8,11,Casa,False,Ineficiente
533,2,13,Apartamento,False,Ineficiente
116,8,11,Apartamento,False,Moderado
395,21,9,Apartamento,False,Moderado
767,13,2,Casa,True,Moderado
875,17,9,Local,True,Moderado
672,17,10,Casa,False,Moderado
193,12,7,Casa,True,Moderado
119,5,11,Apartamento,False,Moderado
380,14,6,Apartamento,True,Moderado
303,8,7,Oficina,True,Moderado
397,5,7,Apartamento,True,Moderado
428,16,10,Oficina,False,Moderado
194,20,5,Oficina,True,Moderado
777,10,3,Apartamento,True,Moderado
402,12,12,Apartamento,True,Moderado
647,9,12,Apartamento,False,Ineficiente
119,2,10,Oficina,True,Ineficiente
945,9,3,Apartamento,True,Moderado
119,14,11,Casa,True,Moderado
938,5,10,Apartamento,False,Ineficiente
828,9,3,Casa,True,Moderado
368,4,13,Casa,True,Ineficiente
341,10,9,Casa,True,Moderado
295,3,10,Apartamento,False,Ineficiente
226,3,13,Local,False,Ineficiente
415,14,11,Casa,False,Moderado
247,16,10,Casa,False,Moderado
171,13,11,Casa,False,Moderado
432,5,10,Apartamento,True,Ineficiente
650,9,3,Casa,False,Moderado
650,10,5,Casa,False,Moderado
895,6,8,Casa,False,Ineficiente
760,21,13,Casa,True,Moderado
860,19,3,Casa,False,Moderado
442,12,2,Apartamento,True,Moderado
636,16,4,Casa,False,Moderado
424,10,13,Apartamento,True,Moderado
772,18,5,Casa,True,Moderado
249,13,9,Casa,True,Moderado
435,8,7,Casa,True,Moderado
270,11,12,Apartamento,False,Moderado
746,11,3,Oficina,True,Moderado
501,14,10,Oficina,True,Moderado
779,20,3,Apartamento,False,Moderado
86,12,13,Casa,True,Moderado
212,14,6,Local,False,Moderado
826,9,13,Apartamento,True,Ineficiente
636,9,5,Casa,True,Moderado
905,5,8,Local,False,Ineficiente
840,16,9,Casa,False,Moderado
110,12,6,Casa,True,Moderado
614,12,11,Casa,False,Moderado
505,2,6,Casa,False,Moderado
473,18,3,Apartamento,False,Eficiente
751,16,9,Casa,True,Moderado
442,21,3,Casa,True,Eficiente
516,7,11,Casa,False,Ineficiente
749,16,13,Apartamento,False,Moderado
630,10,7,Apartamento,True,Moderado
161,15,9,Casa,False,Moderado
435,19,7,Casa,True,Moderado
337,18,5,Casa,False,Moderado
797,19,5,Oficina,True,Moderado
668,6,7,Casa,False,Moderado
603,21,5,Casa,True,Moderado
374,21,9,Casa,False,Moderado
303,10,10,Apartamento,False,Moderado
604,12,2,Apartamento,False,Moderado
125,2,5,Casa,False,Moderado
746,19,5,Casa,False,Moderado
192,7,3,Casa,False,Eficiente
312,3,7,Local,True,Moderado
96,16,4,Local,True,Moderado
439,15,8,Apartamento,True,Moderado
302,6,12,Apartamento,True,Moderado
945,7,12,Casa,False,Ineficiente
779,7,6,Apartamento,True,Moderado
527,19,5,Apartamento,False,Moderado
935,15,6,Casa,False,Moderado
444,11,9,Local,False,Moderado
754,15,4,Casa,False,Moderado
405,14,8,Casa,False,Moderado
546,4,7,Apartamento,True,Moderado
493,7,13,Apartamento,True,Ineficiente
534,9,2,Apartamento,False,Moderado
665,13,8,Casa,False,Moderado
312,14,8,Local,True,Moderado
303,12,13,Apartamento,False,Moderado
910,13,2,Casa,True,Moderado
491,2,10,Oficina,True,Ineficiente
651,18,7,Apartamento,True,Moderado
414,17,13,Casa,False,Moderado
301,12,3,Apartamento,False,Eficiente
