consumo_kwh,cantidad_equipos,horas_alto_consumo,tipo_inmueble,uso_horario_pico,numero_habitantes,antiguedad_inmueble,calefaccion,aire_acondicionado,categoria
702,18,14,Apartamento,False,5,37,False,False,Moderado
891,5,10,Apartamento,False,2,41,True,False,Ineficiente
1004,14,10,Local,True,1,19,True,False,Moderado
630,5,6,Casa,True,1,34,False,True,Moderado
177,6,14,Oficina,True,6,21,True,False,Moderado
1079,23,13,Apartamento,False,6,14,False,True,Moderado
1500,5,14,Local,False,1,10,True,True,Ineficiente
444,19,9,Local,False,5,33,False,False,Moderado
561,7,11,Casa,True,6,23,False,False,Ineficiente
436,24,2,Casa,False,6,5,True,True,Eficiente
363,23,10,Local,True,4,16,True,True,Moderado
182,3,9,Casa,False,4,27,True,False,Moderado
792,24,7,Local,False,6,49,False,False,Moderado
375,12,14,Local,False,2,30,False,False,Moderado
1120,15,4,Local,False,5,35,False,False,Moderado
140,6,4,Casa,False,3,8,False,False,Moderado
1323,7,9,Casa,False,6,9,False,True,Ineficiente
188,11,6,Apartamento,True,4,20,True,True,Moderado
135,9,11,Casa,False,5,33,False,True,Moderado
1370,15,12,Local,True,5,30,True,False,Ineficiente
273,4,15,Local,True,4,28,False,True,Moderado
187,13,8,Apartamento,True,5,42,False,False,Moderado
251,17,6,Local,False,5,42,False,False,Moderado
235,24,9,Casa,True,4,10,False,True,Moderado
1228,18,11,Casa,False,1,32,False,True,Moderado
603,2,11,Oficina,True,6,45,False,False,Ineficiente
460,24,5,Oficina,True,2,0,False,True,Moderado
1376,11,3,Apartamento,False,3,20,True,False,Moderado
896,24,4,Oficina,True,2,22,False,False,Moderado
1500,11,9,Apartamento,False,1,8,True,True,Ineficiente
1120,22,12,Casa,False,1,0,False,False,Moderado
531,3,14,Casa,False,5,20,False,True,Ineficiente
91,10,8,Oficina,False,2,21,False,False,Moderado
383,23,14,Casa,True,1,3,False,True,Moderado
501,14,3,Apartamento,True,2,0,True,False,Eficiente
740,17,7,Apartamento,True,1,50,False,False,Moderado
1420,19,10,Local,False,3,9,True,False,Ineficiente
543,20,5,Apartamento,True,1,14,True,False,Moderado
1371,13,10,Casa,True,2,35,False,True,Ineficiente
946,9,3,Casa,True,5,28,True,False,Moderado
545,18,3,Apartamento,False,2,45,False,False,Eficiente
1192,16,10,Local,True,4,4,False,False,Ineficiente
568,11,13,Apartamento,False,2,28,False,False,Moderado
196,16,8,Local,True,3,46,True,True,Moderado
857,16,8,Casa,True,6,46,False,False,Moderado
1119,24,2,Oficina,True,3,26,False,False,Moderado
790,8,14,Apartamento,False,3,24,False,False,Ineficiente
480,14,12,Casa,False,1,15,False,False,Moderado
1378,18,7,Apartamento,True,3,15,False,True,Moderado
1426,10,14,Local,True,2,35,True,False,Ineficiente
427,9,8,Oficina,False,6,24,False,True,Moderado
470,21,12,Casa,True,5,40,False,False,Moderado
414,22,15,Local,True,3,0,False,False,Moderado
1104,19,7,Casa,True,2,4,True,True,Moderado
216,14,7,Casa,True,1,40,False,False,Moderado
1250,17,3,Apartamento,True,1,19,False,True,Moderado
767,10,7,Apartamento,True,5,4,False,False,Moderado
906,13,5,Local,True,5,35,False,False,Moderado
967,13,10,Casa,False,2,28,True,False,Ineficiente
673,7,13,Casa,True,5,47,False,False,Ineficiente
1069,20,2,Apartamento,False,5,33,False,False,Moderado
586,8,14,Casa,True,1,47,False,True,Moderado
1014,4,9,Casa,False,2,17,False,False,Ineficiente
1500,17,6,Casa,True,6,1,True,True,Moderado
481,19,2,Apartamento,False,5,15,False,False,Eficiente
832,17,5,Casa,True,2,28,True,False,Moderado
1074,24,2,Apartamento,False,3,32,False,False,Moderado
1090,8,7,Casa,True,1,15,True,True,Moderado
347,5,3,Casa,True,6,34,False,True,Moderado
273,9,6,Apartamento,False,1,46,False,True,Moderado
1149,14,8,Casa,False,1,42,False,True,Ineficiente
1319,14,3,Apartamento,True,4,41,False,True,Moderado
1065,18,7,Casa,False,2,16,False,False,Moderado
340,18,7,Apartamento,True,3,3,False,True,Moderado
1062,6,6,Casa,True,5,48,False,False,Moderado
443,7,6,Casa,False,3,3,False,False,Moderado
141,20,15,Apartamento,True,2,50,True,False,Moderado
748,14,4,Oficina,False,1,24,False,True,Moderado
1061,15,11,Casa,True,4,32,False,False,Moderado
1500,23,11,Apartamento,False,2,13,True,True,Moderado
1249,5,12,Local,False,6,23,True,True,Ineficiente
95,8,13,Apartamento,False,6,10,False,False,Moderado
572,9,3,Local,False,2,24,False,False,Moderado
1500,14,8,Casa,True,5,27,True,True,Ineficiente
507,7,2,Oficina,False,3,6,False,True,Moderado
1063,7,7,Casa,True,3,48,False,True,Moderado
750,22,7,Casa,False,5,35,True,False,Moderado
591,4,4,Oficina,False,4,9,True,False,Moderado
429,4,3,Apartamento,False,1,48,False,True,Moderado
1089,14,13,Apartamento,False,1,35,False,True,Ineficiente
1142,23,3,Local,True,6,30,False,False,Moderado
1160,3,15,Apartamento,False,4,18,False,True,Ineficiente
129,17,14,Casa,True,5,17,True,False,Moderado
1348,23,10,Apartamento,False,2,48,False,True,Moderado
556,7,12,Casa,True,3,5,False,False,Ineficiente
476,9,6,Local,False,2,27,True,False,Moderado
324,24,8,Oficina,True,3,6,False,False,Moderado
1290,9,13,Casa,False,2,37,True,True,Ineficiente
1008,7,6,Apartamento,True,5,11,False,True,Moderado
547,15,8,Casa,False,5,40,True,True,Moderado
547,4,14,Casa,True,4,49,True,False,Ineficiente
345,11,5,Oficina,False,2,33,False,False,Moderado
1206,4,9,Casa,True,2,24,True,False,Ineficiente
1300,13,14,Apartamento,False,4,16,False,True,Ineficiente
502,18,12,Local,True,4,32,True,False,Moderado
730,6,15,Oficina,False,5,22,True,True,Ineficiente
656,21,11,Apartamento,True,5,8,False,False,Moderado
98,10,14,Apartamento,False,6,5,True,False,Moderado
709,22,12,Apartamento,True,2,1,True,True,Moderado
523,21,11,Oficina,True,5,37,False,True,Moderado
351,8,8,Apartamento,False,5,8,True,True,Moderado
446,23,11,Apartamento,True,2,2,True,False,Moderado
511,5,6,Casa,True,4,15,False,False,Moderado
940,14,12,Casa,False,2,24,True,False,Moderado
1028,14,7,Apartamento,False,1,23,False,False,Moderado
796,11,6,Oficina,False,2,46,True,False,Moderado
573,19,8,Oficina,True,1,28,True,False,Moderado
896,18,13,Oficina,True,2,43,False,False,Moderado
1355,21,3,Apartamento,False,1,39,False,True,Moderado
414,21,6,Local,True,1,25,True,True,Moderado
140,14,11,Local,False,2,37,False,False,Moderado
1221,18,4,Apartamento,True,6,34,True,False,Moderado
946,23,10,Casa,False,5,22,True,False,Moderado
1151,5,14,Apartamento,False,3,3,False,True,Ineficiente
140,2,7,Oficina,False,5,41,True,True,Moderado
1500,2,14,Casa,True,1,13,False,True,Ineficiente
475,16,11,Oficina,False,2,46,True,True,Moderado
643,14,4,Casa,True,2,38,False,False,Moderado
851,18,8,Local,False,2,6,False,False,Moderado
964,9,5,Apartamento,False,2,7,False,False,Moderado
366,19,15,Local,True,6,41,True,False,Moderado
904,14,4,Apartamento,True,3,50,False,False,Moderado
386,24,9,Oficina,False,4,18,False,True,Moderado
1016,15,14,Apartamento,True,1,1,False,False,Ineficiente
832,9,5,Casa,False,3,46,False,False,Moderado
760,9,12,Apartamento,True,5,0,False,True,Ineficiente
338,16,2,Casa,True,4,41,False,False,Eficiente
133,14,7,Casa,False,4,37,False,False,Moderado
1495,8,11,Casa,False,2,12,False,True,Ineficiente
1047,6,12,Oficina,True,3,41,False,True,Ineficiente
1198,18,12,Apartamento,False,5,43,True,True,Moderado
1459,17,2,Apartamento,False,2,23,False,True,Moderado
647,24,6,Casa,False,2,31,False,True,Moderado
769,3,8,Casa,True,6,29,False,False,Ineficiente
1114,23,7,Oficina,True,1,5,True,False,Moderado
141,19,15,Apartamento,False,4,37,False,False,Moderado
295,18,3,Oficina,False,5,32,False,False,Eficiente
82,8,12,Casa,True,4,43,False,False,Moderado
239,14,5,Casa,False,3,22,False,False,Moderado
860,19,12,Oficina,True,1,9,False,False,Moderado
972,15,3,Apartamento,True,2,45,False,False,Moderado
1500,19,12,Casa,False,1,14,True,True,Ineficiente
636,14,2,Casa,False,2,22,True,True,Eficiente
790,12,4,Local,True,1,35,True,False,Moderado
1237,22,4,Apartamento,False,2,0,True,False,Moderado
714,22,13,Apartamento,False,4,7,False,False,Moderado
1067,17,8,Casa,False,4,2,False,False,Ineficiente
1000,24,2,Casa,False,4,13,False,False,Moderado
1062,18,10,Oficina,True,4,16,False,True,Moderado
249,9,12,Casa,True,1,33,False,False,Moderado
600,20,7,Apartamento,True,2,46,False,False,Moderado
154,21,5,Local,False,4,5,False,True,Moderado
1500,16,4,Casa,False,1,4,True,True,Moderado
1381,10,4,Apartamento,True,2,45,False,True,Moderado
1264,21,3,Apartamento,True,1,50,True,False,Moderado
152,11,3,Apartamento,True,6,40,False,True,Eficiente
407,13,15,Apartamento,True,4,39,False,False,Moderado
1500,22,13,Casa,False,3,28,True,True,Moderado
639,24,14,Apartamento,False,1,34,True,False,Moderado
116,21,11,Apartamento,True,4,17,False,False,Moderado
1367,2,6,Apartamento,False,5,39,False,True,Moderado
1365,21,10,Casa,False,2,47,True,True,Moderado
1262,10,3,Apartamento,False,6,29,True,False,Moderado
672,23,3,Oficina,True,4,14,False,False,Eficiente
1500,16,13,Apartamento,True,5,14,True,True,Ineficiente
303,2,7,Local,True,1,15,False,False,Moderado
397,13,14,Apartamento,False,1,32,False,False,Moderado
556,4,11,Oficina,False,5,9,False,True,Ineficiente
302,12,3,Oficina,False,6,18,True,True,Eficiente
777,3,13,Casa,True,5,36,False,False,Ineficiente
1143,17,5,Apartamento,True,2,49,False,False,Moderado
185,10,7,Casa,True,1,2,True,True,Moderado
354,16,6,Apartamento,False,5,35,True,False,Moderado
498,13,2,Casa,True,3,3,True,False,Eficiente
222,2,7,Local,True,3,10,False,True,Moderado
432,14,2,Casa,False,5,40,False,False,Eficiente
1014,15,4,Apartamento,False,2,32,True,True,Moderado
1074,9,11,Apartamento,False,1,27,True,False,Ineficiente
860,9,6,Casa,True,3,31,False,False,Moderado
442,13,15,Oficina,False,5,15,False,False,Moderado
636,2,11,Local,True,5,8,False,False,Ineficiente
678,12,14,Apartamento,False,4,10,True,True,Moderado
324,9,6,Apartamento,True,5,5,True,False,Moderado
501,11,14,Casa,True,2,48,False,False,Moderado
1215,20,11,Local,False,3,26,True,True,Moderado
86,12,7,Casa,False,4,11,False,False,Moderado
275,8,13,Apartamento,False,3,21,False,True,Moderado
763,12,11,Local,True,3,39,True,False,Moderado
1176,18,9,Casa,True,2,47,False,True,Moderado
840,2,6,Oficina,False,5,36,False,False,Moderado
1474,22,15,Casa,False,2,20,False,True,Moderado
798,22,12,Oficina,False,5,32,False,True,Moderado
656,9,2,Casa,False,4,16,False,True,Moderado
751,24,6,Apartamento,False,2,28,False,False,Moderado
442,7,4,Casa,False,2,39,False,False,Moderado
193,23,5,Local,True,6,9,True,False,Moderado
522,19,14,Apartamento,True,1,17,True,False,Moderado
668,7,9,Casa,True,2,46,False,False,Ineficiente
374,6,8,Apartamento,True,6,12,False,False,Moderado
1149,14,12,Apartamento,False,1,26,False,False,Ineficiente
124,20,6,Apartamento,False,5,9,False,True,Moderado
526,23,3,Oficina,False,5,31,True,False,Eficiente
945,9,7,Apartamento,True,5,40,False,False,Moderado
1012,10,12,Casa,False,6,44,False,True,Ineficiente
527,18,7,Casa,True,6,2,False,False,Moderado
1122,4,11,Apartamento,False,1,21,True,False,Ineficiente
692,20,11,Apartamento,True,5,26,True,True,Moderado
980,12,15,Casa,False,3,2,False,True,Ineficiente
1413,18,12,Casa,True,2,32,False,True,Moderado
709,22,7,Apartamento,True,6,1,False,True,Moderado
640,20,15,Oficina,False,6,10,False,True,Moderado
1037,3,10,Casa,False,6,45,True,True,Ineficiente
1394,9,12,Apartamento,False,1,9,False,True,Ineficiente
651,20,9,Local,False,5,38,False,False,Moderado
538,8,9,Local,False,3,32,False,True,Moderado
116,18,2,Casa,False,2,6,False,False,Eficiente
1388,7,6,Apartamento,False,2,14,False,True,Moderado
464,20,8,Oficina,False,5,25,False,True,Moderado
995,7,7,Casa,True,3,10,False,False,Moderado
563,3,6,Apartamento,False,1,37,False,False,Moderado
972,7,9,Casa,True,6,26,True,False,Ineficiente
271,24,4,Casa,False,6,38,False,False,Moderado
1344,6,7,Apartamento,True,5,6,True,False,Moderado
940,20,6,Local,True,2,0,True,True,Moderado
1296,21,9,Casa,False,6,9,False,True,Moderado
480,5,5,Apartamento,True,2,20,False,False,Moderado
1158,23,9,Apartamento,True,2,14,True,False,Moderado
1019,18,11,Apartamento,False,5,29,False,True,Moderado
101,12,15,Local,False,4,29,False,False,Moderado
862,5,3,Casa,False,4,7,True,True,Moderado
375,14,10,Oficina,True,4,23,False,True,Moderado
462,21,14,Apartamento,False,3,18,True,False,Moderado
1017,18,10,Apartamento,True,5,2,False,True,Moderado
766,10,15,Local,True,2,14,False,False,Ineficiente
364,5,11,Casa,False,6,35,False,False,Ineficiente
1033,24,11,Casa,False,3,5,False,True,Moderado
842,15,14,Local,False,4,41,False,False,Moderado
1027,20,7,Apartamento,False,1,49,False,False,Moderado
598,4,5,Oficina,True,3,47,False,True,Moderado
539,15,5,Oficina,False,3,17,False,False,Moderado
1332,9,14,Casa,True,5,37,True,False,Ineficiente
168,2,7,Apartamento,False,6,18,True,True,Moderado
986,11,6,Apartamento,False,3,48,False,False,Moderado
1476,19,7,Casa,False,6,49,False,True,Moderado
1494,17,8,Local,False,5,29,True,True,Ineficiente
158,9,8,Local,False,1,12,False,False,Moderado
1500,2,10,Apartamento,False,2,38,True,True,Ineficiente
645,13,9,Casa,True,2,11,True,False,Moderado
778,9,14,Casa,True,4,33,True,False,Ineficiente
1062,17,7,Casa,False,4,11,False,True,Moderado
595,19,13,Local,False,1,43,False,False,Moderado
571,5,7,Casa,True,2,23,True,False,Moderado
118,7,15,Local,True,4,3,False,False,Moderado
1500,13,6,Apartamento,True,6,35,True,True,Moderado
1138,10,2,Local,False,3,49,False,True,Moderado
283,16,10,Apartamento,True,5,47,True,False,Moderado
1178,17,10,Apartamento,True,4,13,False,False,Ineficiente
1251,13,10,Apartamento,False,1,16,False,True,Ineficiente
1053,24,12,Local,False,2,48,False,False,Moderado
1424,15,9,Apartamento,True,1,2,True,False,Ineficiente
1500,14,14,Apartamento,True,5,37,True,True,Ineficiente
928,3,11,Apartamento,False,5,22,False,False,Ineficiente
1075,4,14,Casa,False,1,12,False,True,Ineficiente
1388,23,4,Apartamento,False,4,8,False,True,Moderado
130,11,2,Oficina,False,4,20,False,True,Eficiente
496,10,12,Casa,True,2,40,False,True,Moderado
1232,21,13,Casa,False,6,7,False,True,Moderado
195,9,13,Casa,True,2,16,True,False,Moderado
778,11,9,Apartamento,True,3,15,True,False,Ineficiente
1316,20,8,Casa,False,6,15,False,True,Moderado
1088,4,14,Apartamento,False,3,27,False,False,Ineficiente
872,6,6,Casa,True,2,50,False,False,Moderado
1358,4,11,Casa,True,6,15,True,True,Ineficiente
742,17,8,Local,True,6,45,False,True,Moderado
373,18,11,Casa,True,3,45,False,True,Moderado
1500,16,5,Oficina,False,1,13,False,True,Moderado
610,4,10,Casa,True,4,45,True,False,Ineficiente
1064,13,12,Apartamento,False,6,43,False,False,Ineficiente
718,10,11,Casa,True,6,37,True,False,Moderado
670,22,15,Casa,False,3,19,False,False,Moderado
1469,13,3,Oficina,False,6,44,False,True,Moderado
278,16,10,Oficina,False,3,47,False,False,Moderado
605,3,10,Casa,True,1,40,False,True,Ineficiente
556,24,6,Apartamento,True,6,33,False,True,Moderado
1039,19,12,Apartamento,True,5,28,False,False,Moderado
1204,21,2,Casa,False,2,2,True,True,Moderado
594,13,8,Casa,False,1,9,False,True,Moderado
978,24,11,Oficina,False,5,19,False,False,Moderado
1194,5,11,Oficina,False,1,1,True,False,Ineficiente
787,24,5,Oficina,True,4,26,False,True,Moderado
1268,17,10,Local,False,1,31,True,True,Moderado
342,24,7,Apartamento,False,1,9,True,False,Moderado
534,17,14,Casa,True,4,39,False,False,Moderado
780,2,4,Casa,True,6,16,False,True,Moderado
1096,23,7,Casa,False,2,32,False,False,Moderado
1035,3,14,Apartamento,True,5,5,False,False,Ineficiente
805,4,11,Local,True,3,38,False,False,Ineficiente
1311,22,7,Local,False,2,46,True,False,Moderado
696,21,6,Oficina,False,1,17,True,False,Moderado
254,18,3,Oficina,True,3,8,False,True,Eficiente
604,21,11,Oficina,True,4,7,False,True,Moderado
663,23,11,Casa,False,2,24,False,False,Moderado
474,22,3,Local,False,6,30,False,False,Eficiente
1400,2,8,Apartamento,True,5,41,True,False,Ineficiente
800,21,3,Casa,False,2,3,False,False,Moderado
151,7,13,Oficina,False,2,19,False,False,Moderado
458,16,7,Oficina,False,6,27,False,True,Moderado
500,15,6,Casa,True,3,39,True,False,Moderado
686,21,5,Casa,True,4,0,False,False,Moderado
294,16,8,Apartamento,False,6,39,True,False,Moderado
90,15,9,Apartamento,True,4,43,False,False,Moderado
969,22,5,Oficina,False,6,22,True,False,Moderado
1144,6,2,Casa,True,2,46,False,True,Moderado
181,7,2,Casa,True,4,12,False,False,Eficiente
858,18,2,Casa,True,3,15,False,False,Moderado
293,12,12,Casa,True,3,25,False,False,Moderado
1429,17,2,Casa,False,5,30,True,False,Moderado
624,13,6,Oficina,True,4,49,False,True,Moderado
667,16,5,Casa,False,5,0,False,False,Moderado
968,24,14,Apartamento,False,6,16,False,False,Moderado
1493,5,15,Casa,True,1,15,False,True,Ineficiente
671,19,10,Casa,False,3,36,False,False,Moderado
1189,22,4,Local,True,2,9,False,False,Moderado
222,4,15,Apartamento,False,3,37,False,True,Moderado
977,23,8,Local,False,1,43,False,True,Moderado
951,9,12,Apartamento,True,2,30,True,False,Ineficiente
1500,24,9,Casa,True,4,9,True,True,Moderado
385,4,7,Apartamento,False,4,48,True,False,Moderado
97,9,13,Casa,False,3,33,True,False,Moderado
395,19,14,Local,True,2,50,False,True,Moderado
1372,11,11,Casa,False,6,5,True,True,Ineficiente
801,21,14,Apartamento,True,2,27,True,False,Moderado
195,18,2,Casa,False,5,27,False,False,Eficiente
1296,9,9,Apartamento,True,1,12,False,True,Ineficiente
273,24,11,Oficina,False,4,40,False,False,Moderado
950,12,4,Apartamento,True,3,11,False,False,Moderado
263,6,9,Apartamento,False,2,49,True,True,Moderado
313,14,13,Oficina,False,4,39,True,True,Moderado
266,22,5,Apartamento,False,3,49,True,False,Moderado
1394,24,9,Casa,False,4,1,False,True,Moderado
185,6,12,Casa,False,3,7,False,False,Moderado
1500,14,2,Local,False,4,41,True,True,Moderado
790,7,4,Local,False,6,8,True,True,Moderado
514,6,7,Casa,False,5,49,False,True,Moderado
1113,10,10,Casa,False,1,7,True,True,Ineficiente
114,17,3,Oficina,False,4,50,False,True,Eficiente
1108,3,12,Casa,True,1,2,False,True,Ineficiente
1500,2,2,Apartamento,False,4,8,False,True,Moderado
392,9,11,Casa,True,2,12,False,True,Moderado
632,20,4,Local,False,5,8,False,False,Moderado
795,12,5,Casa,False,6,30,False,False,Moderado
1187,13,12,Apartamento,False,5,24,False,False,Ineficiente
190,13,6,Casa,True,1,43,False,False,Moderado
330,8,4,Apartamento,True,2,44,False,False,Moderado
600,14,14,Local,False,3,7,False,True,Moderado
111,9,11,Casa,True,5,46,False,True,Moderado
839,23,12,Apartamento,False,6,30,True,True,Moderado
1424,10,3,Apartamento,False,2,44,True,False,Moderado
287,8,3,Casa,False,2,44,False,False,Eficiente
979,22,8,Local,True,1,30,False,False,Moderado
131,16,10,Casa,False,6,16,False,True,Moderado
586,3,11,Local,True,2,46,True,False,Ineficiente
1500,24,3,Casa,False,2,18,True,True,Moderado
594,21,8,Casa,True,3,2,False,False,Moderado
1065,13,8,Casa,False,1,45,True,False,Ineficiente
1486,2,12,Apartamento,True,1,29,True,True,Ineficiente
145,24,8,Apartamento,False,6,9,True,True,Moderado
1260,23,4,Local,True,2,48,True,False,Moderado
1057,9,13,Casa,False,3,28,False,False,Ineficiente
1420,6,8,Casa,False,4,39,False,True,Ineficiente
1115,16,2,Local,True,5,17,False,False,Moderado
166,2,11,Local,False,1,11,False,False,Ineficiente
1500,2,2,Casa,False,3,48,True,True,Moderado
313,11,6,Apartamento,True,6,22,True,True,Moderado
829,23,3,Casa,True,3,10,False,False,Eficiente
764,11,10,Local,True,2,8,False,False,Moderado
605,22,8,Oficina,True,5,23,True,True,Moderado
1207,16,5,Oficina,True,1,24,True,True,Moderado
572,18,5,Local,True,4,24,True,True,Moderado
386,23,3,Casa,False,2,46,False,False,Eficiente
1500,7,6,Local,False,1,8,True,True,Moderado
741,4,5,Apartamento,True,6,11,False,False,Moderado
753,14,13,Casa,False,1,10,True,False,Moderado
391,17,14,Apartamento,False,3,48,False,False,Moderado
952,9,2,Oficina,True,5,37,False,False,Moderado
1162,16,13,Oficina,True,4,27,False,False,Moderado
1203,18,9,Casa,False,5,7,True,False,Moderado
1000,18,4,Local,False,3,9,True,False,Moderado
114,23,15,Local,True,4,24,False,False,Moderado
681,14,7,Casa,False,4,46,False,True,Moderado
223,18,5,Apartamento,False,2,35,False,True,Moderado
432,7,10,Local,True,4,49,False,False,Moderado
1178,18,8,Apartamento,False,1,42,True,False,Moderado
941,17,10,Casa,False,5,8,False,False,Moderado
285,15,11,Local,False,6,40,True,False,Moderado
1243,14,4,Oficina,False,6,7,True,False,Moderado
103,7,2,Apartamento,True,5,2,False,False,Eficiente
627,4,6,Local,False,2,17,False,True,Moderado
884,15,4,Casa,True,4,45,False,False,Moderado
595,15,7,Casa,True,3,34,False,False,Moderado
811,16,9,Apartamento,True,1,16,False,False,Moderado
733,9,12,Casa,True,2,35,True,False,Ineficiente
1035,16,14,Oficina,True,4,27,False,False,Moderado
231,23,5,Casa,True,6,49,False,False,Moderado
1333,14,6,Apartamento,True,3,14,False,True,Moderado
893,18,6,Casa,False,4,18,False,True,Moderado
499,22,5,Oficina,True,2,21,False,False,Moderado
1228,4,5,Casa,False,3,5,False,True,Moderado
788,7,5,Casa,True,3,46,True,False,Moderado
538,6,5,Casa,True,3,6,False,True,Moderado
1500,23,5,Local,True,3,43,True,True,Moderado
583,18,6,Casa,True,4,47,True,True,Moderado
1301,24,3,Casa,False,3,8,True,True,Moderado
413,3,3,Casa,True,4,19,True,True,Moderado
859,16,10,Local,False,3,36,True,False,Moderado
950,6,3,Casa,False,3,10,True,True,Moderado
100,21,7,Casa,True,2,1,False,False,Moderado
990,7,3,Casa,False,4,21,False,False,Moderado
1135,7,6,Apartamento,True,6,47,True,False,Moderado
1047,19,5,Local,False,4,35,True,False,Moderado
179,19,13,Apartamento,False,5,4,False,False,Moderado
1296,5,8,Oficina,True,6,6,True,True,Ineficiente
868,18,8,Oficina,True,2,5,True,True,Moderado
1222,15,14,Casa,True,4,21,True,False,Ineficiente
943,15,7,Local,True,2,9,True,True,Moderado
413,14,11,Local,False,6,45,False,False,Moderado
81,8,6,Oficina,True,2,39,False,False,Moderado
454,13,2,Apartamento,True,2,45,False,False,Eficiente
580,24,13,Apartamento,False,1,45,True,True,Moderado
916,16,4,Apartamento,False,4,19,False,False,Moderado
1084,20,10,Oficina,True,2,27,False,False,Moderado
758,12,15,Casa,False,1,22,True,False,Moderado
476,16,2,Casa,False,1,34,True,False,Eficiente
717,13,6,Casa,False,3,0,True,True,Moderado
120,4,3,Casa,False,3,28,False,True,Eficiente
909,18,5,Apartamento,False,6,8,True,True,Moderado
403,4,15,Casa,True,4,8,False,True,Ineficiente
1500,20,15,Casa,False,3,21,True,True,Moderado
326,21,12,Oficina,False,6,1,True,True,Moderado
1100,5,2,Apartamento,False,4,15,True,False,Moderado
1164,4,4,Local,True,6,39,True,False,Moderado
166,17,11,Casa,True,1,5,True,True,Moderado
145,13,8,Casa,False,1,12,False,False,Moderado
340,9,11,Local,True,4,32,False,False,Moderado
539,18,4,Local,True,6,18,False,False,Moderado
380,8,5,Casa,True,6,14,False,False,Moderado
1297,12,3,Oficina,False,3,32,False,True,Moderado
475,19,4,Oficina,True,3,9,False,True,Moderado
1446,2,10,Oficina,True,4,0,False,True,Ineficiente
1106,4,4,Apartamento,False,5,11,True,True,Moderado
418,5,12,Casa,True,3,42,True,False,Ineficiente
671,14,6,Apartamento,False,2,28,False,False,Moderado
1199,7,3,Apartamento,False,3,16,False,True,Moderado
941,15,5,Casa,False,5,3,False,False,Moderado
254,6,13,Local,False,6,28,True,False,Moderado
1366,17,14,Casa,False,1,6,False,True,Ineficiente
592,16,8,Apartamento,True,1,43,False,False,Moderado
611,16,15,Casa,True,6,12,True,True,Moderado
655,5,8,Local,False,1,4,False,False,Ineficiente
1254,9,13,Casa,True,3,5,False,True,Ineficiente
1194,17,4,Local,False,1,33,True,True,Moderado
244,17,6,Apartamento,False,5,6,False,False,Moderado
384,5,2,Local,True,5,45,False,False,Moderado
305,14,11,Oficina,False,3,27,False,True,Moderado
699,14,11,Apartamento,True,6,45,False,False,Moderado
1036,3,11,Oficina,False,2,9,False,False,Ineficiente
644,4,12,Casa,True,3,3,True,True,Ineficiente
1257,23,2,Casa,False,1,2,True,False,Moderado
708,9,6,Casa,False,3,24,True,False,Moderado
1459,16,14,Casa,False,5,22,False,True,Ineficiente
433,12,11,Local,False,3,26,True,False,Moderado
876,10,10,Casa,False,3,13,False,False,Ineficiente
1324,8,2,Apartamento,True,2,37,True,False,Moderado
237,14,2,Apartamento,False,5,31,True,False,Eficiente
1500,3,5,Apartamento,False,4,22,True,True,Moderado
432,9,5,Apartamento,False,4,46,True,True,Moderado
564,8,3,Local,False,5,39,False,False,Moderado
1162,13,10,Casa,True,4,36,False,False,Ineficiente
1190,20,15,Casa,True,1,2,False,True,Moderado
1414,8,10,Apartamento,True,4,34,False,True,Ineficiente
770,11,14,Apartamento,False,1,12,False,False,Ineficiente
1449,17,14,Apartamento,True,5,33,False,True,Ineficiente
739,4,3,Oficina,False,4,23,False,True,Moderado
355,11,15,Apartamento,True,4,0,False,False,Moderado
926,7,10,Apartamento,True,6,11,True,False,Ineficiente
321,19,7,Casa,True,1,7,False,False,Moderado
205,19,9,Apartamento,True,1,18,False,False,Moderado
461,6,11,Local,False,3,8,True,True,Moderado
1142,22,14,Casa,True,2,27,False,False,Moderado
746,8,14,Casa,True,4,13,False,True,Ineficiente
506,3,5,Local,True,6,26,False,False,Moderado
998,12,3,Casa,False,2,17,False,False,Moderado
276,14,3,Casa,False,6,41,True,False,Eficiente
463,24,10,Apartamento,True,2,40,False,False,Moderado
503,6,2,Casa,False,4,5,False,True,Moderado
825,7,13,Oficina,True,6,32,False,False,Ineficiente
1262,15,8,Casa,True,1,36,False,True,Ineficiente
590,13,12,Local,False,3,41,False,True,Moderado
1500,5,15,Apartamento,True,6,24,True,True,Ineficiente
249,24,4,Oficina,False,5,12,True,False,Moderado
1094,7,4,Casa,True,4,22,False,False,Moderado
972,11,3,Apartamento,False,4,35,False,True,Moderado
774,19,15,Apartamento,True,5,32,False,True,Moderado
165,16,11,Apartamento,False,2,20,False,False,Moderado
507,9,7,Apartamento,False,3,33,False,True,Moderado
607,10,14,Local,True,2,35,True,False,Moderado
193,6,11,Oficina,False,5,16,False,False,Moderado
382,11,3,Casa,True,5,9,False,False,Eficiente
987,21,11,Casa,False,3,22,True,False,Moderado
800,7,5,Local,True,5,43,True,False,Moderado
1066,17,11,Casa,True,5,1,False,False,Moderado
551,4,10,Oficina,False,6,34,False,True,Ineficiente
1393,11,10,Apartamento,True,3,13,True,True,Ineficiente
1372,12,7,Apartamento,False,4,46,True,True,Moderado
1324,12,14,Casa,True,2,44,True,False,Ineficiente
1387,18,5,Casa,True,4,40,True,False,Moderado
